   4.0000000e+00   5.0000000e+00   2.4215256e+01   4.4175765e+01   1.4184674e+02
   1.3000000e+01   1.5000000e+01   1.4572182e+01   0.0000000e+00   0.0000000e+00
   1.2000000e+01   1.6000000e+01   1.3919110e+01   0.0000000e+00   0.0000000e+00
   1.1000000e+01   1.7000000e+01   1.8678557e+01   0.0000000e+00   0.0000000e+00
   1.7000000e+01   1.9000000e+01   1.6788956e+01   7.9372913e+00   1.2296536e+02
   1.7000000e+01   2.0000000e+01   7.5299867e+00   0.0000000e+00   0.0000000e+00
   2.1000000e+01   2.3000000e+01   6.6634333e+00   0.0000000e+00   0.0000000e+00
   2.3000000e+01   2.4000000e+01   4.7986139e+00   2.5632602e+01   1.1795909e+02
   2.7000000e+01   2.8000000e+01   5.2374335e+00   5.8410858e+00   1.1918344e+02
   3.3000000e+01   3.5000000e+01   6.6898698e+00   0.0000000e+00   0.0000000e+00
   3.6000000e+01   3.7000000e+01   1.7423465e+01   7.9219348e+00   1.6234018e+02
   3.6000000e+01   3.8000000e+01   1.3757226e+01   0.0000000e+00   0.0000000e+00
   3.5000000e+01   3.9000000e+01   5.3432742e+00   0.0000000e+00   0.0000000e+00
   4.1000000e+01   4.2000000e+01   1.2452371e+01   7.6777664e+00   1.2320547e+02
   4.1000000e+01   4.3000000e+01   9.3976728e+00   0.0000000e+00   0.0000000e+00
   4.4000000e+01   4.6000000e+01   6.1805303e+00   0.0000000e+00   0.0000000e+00
   4.6000000e+01   4.7000000e+01   1.4575150e+01   0.0000000e+00   0.0000000e+00
   4.7000000e+01   4.8000000e+01   1.4607625e+01   4.9848661e+00   1.2116808e+02
   4.7000000e+01   4.9000000e+01   1.8655513e+01   0.0000000e+00   0.0000000e+00
   5.0000000e+01   5.1000000e+01   1.8793541e+01   0.0000000e+00   0.0000000e+00
   5.2000000e+01   5.3000000e+01   2.3902255e+01   4.2160548e+00   1.0996930e+02
   5.2000000e+01   5.4000000e+01   1.3717424e+01   0.0000000e+00   0.0000000e+00
   5.7000000e+01   5.8000000e+01   1.0630558e+01   0.0000000e+00   0.0000000e+00
   5.9000000e+01   6.0000000e+01   1.5794858e+01   7.8529471e+00   1.1595129e+02
   5.9000000e+01   6.1000000e+01   4.0594836e+00   0.0000000e+00   0.0000000e+00
   6.1000000e+01   6.2000000e+01   1.8284719e+01   0.0000000e+00   0.0000000e+00
   5.7000000e+01   6.4000000e+01   1.1065201e+01   0.0000000e+00   0.0000000e+00
   6.4000000e+01   6.5000000e+01   1.3076651e+01   0.0000000e+00   0.0000000e+00
   6.6000000e+01   6.7000000e+01   1.7096557e+01   1.4284646e+01   1.3723044e+02
   6.6000000e+01   6.8000000e+01   1.1858141e+01   0.0000000e+00   0.0000000e+00
   6.9000000e+01   7.0000000e+01   1.0024090e+01   1.4233765e+01   1.2450516e+02
   7.0000000e+01   7.1000000e+01   6.1805346e+00   6.7338466e+00   1.2478528e+02
   6.9000000e+01   7.2000000e+01   1.6861413e+01   0.0000000e+00   0.0000000e+00
   7.0000000e+01   7.3000000e+01   1.0339570e+01   0.0000000e+00   0.0000000e+00
   7.4000000e+01   7.5000000e+01   7.4334236e+00   3.0749430e+01   1.3391046e+02
   7.4000000e+01   7.6000000e+01   2.5963227e+01   0.0000000e+00   0.0000000e+00
   7.7000000e+01   7.8000000e+01   1.5873746e+01   9.4273852e+00   1.5098059e+02
   7.7000000e+01   7.9000000e+01   1.4572203e+01   0.0000000e+00   0.0000000e+00
   8.2000000e+01   8.3000000e+01   2.5352166e+01   8.4321097e+00   1.1294971e+02
   8.2000000e+01   8.4000000e+01   8.1718951e+00   0.0000000e+00   0.0000000e+00
   8.8000000e+01   8.9000000e+01   1.2789638e+01   1.6361855e+01   1.1385779e+02
   9.0000000e+01   9.1000000e+01   1.5860214e+01   8.2252220e+00   1.4112189e+02
   9.0000000e+01   9.2000000e+01   8.4159428e+00   0.0000000e+00   0.0000000e+00
   8.9000000e+01   9.3000000e+01   1.1512098e+01   0.0000000e+00   0.0000000e+00
   9.3000000e+01   9.4000000e+01   1.4489200e+01   9.0344032e+00   1.6355625e+02
   9.3000000e+01   9.5000000e+01   1.9792460e+01   0.0000000e+00   0.0000000e+00
   9.8000000e+01   9.9000000e+01   1.8896386e+01   1.4105761e+01   1.3320495e+02
   9.9000000e+01   1.0100000e+02   4.5498017e+00   0.0000000e+00   0.0000000e+00
   1.0100000e+02   1.0200000e+02   1.8784347e+01   9.7953746e+00   1.3094726e+02
   1.0400000e+02   1.0500000e+02   1.1718198e+01   7.6184777e+00   1.4038092e+02
   1.0400000e+02   1.0600000e+02   1.6280978e+01   0.0000000e+00   0.0000000e+00
   1.0300000e+02   1.0700000e+02   1.6684187e+01   0.0000000e+00   0.0000000e+00
   9.8000000e+01   1.0800000e+02   8.1876846e+00   0.0000000e+00   0.0000000e+00
   1.0900000e+02   1.1000000e+02   1.6942141e+01   1.7382934e+01   9.7686475e+01
   1.1000000e+02   1.1100000e+02   1.9695180e+01   0.0000000e+00   0.0000000e+00
   1.1100000e+02   1.1200000e+02   1.4438537e+01   1.4455045e+01   9.0127952e+01
   1.0900000e+02   1.1400000e+02   1.7252792e+01   0.0000000e+00   0.0000000e+00
   1.1400000e+02   1.1500000e+02   1.7766194e+01   1.8318043e+01   9.7531580e+01
   1.1400000e+02   1.1600000e+02   1.9069797e+01   0.0000000e+00   0.0000000e+00
   1.1600000e+02   1.1700000e+02   2.2003145e+01   7.4499598e+00   1.0632230e+02
   1.1700000e+02   1.1800000e+02   1.0877241e+01   7.2899915e+00   1.0681163e+02
   1.1700000e+02   1.1900000e+02   1.9513169e+01   0.0000000e+00   0.0000000e+00
   1.1600000e+02   1.2000000e+02   2.2065700e+01   0.0000000e+00   0.0000000e+00
   1.2300000e+02   1.2400000e+02   2.2052039e+01   0.0000000e+00   0.0000000e+00
   1.2400000e+02   1.2500000e+02   2.6578074e+01   7.5467165e+00   1.2252048e+02
   1.2400000e+02   1.2600000e+02   1.7574075e+01   0.0000000e+00   0.0000000e+00
   1.2800000e+02   1.2900000e+02   9.9791884e+00   1.2202949e+01   1.1086865e+02
   1.2800000e+02   1.3000000e+02   9.2322457e+00   0.0000000e+00   0.0000000e+00
   1.3000000e+02   1.3100000e+02   2.1916872e+01   1.2120924e+01   1.0179474e+02
   1.3000000e+02   1.3200000e+02   7.6722361e+00   0.0000000e+00   0.0000000e+00
   1.3200000e+02   1.3300000e+02   1.8793510e+01   8.5601997e+00   2.0314934e+02
   1.3200000e+02   1.3400000e+02   1.7127843e+01   0.0000000e+00   0.0000000e+00
   1.3500000e+02   1.3600000e+02   1.8192619e+01   1.5426242e+01   1.2005827e+02
   1.3700000e+02   1.3800000e+02   1.7671378e+01   7.0496652e+00   1.4706881e+02
   1.3700000e+02   1.3900000e+02   1.3529943e+01   0.0000000e+00   0.0000000e+00
   1.4000000e+02   1.4200000e+02   5.4460679e+00   0.0000000e+00   0.0000000e+00
   1.4400000e+02   1.4500000e+02   2.8996279e+01   2.3755060e+01   1.2387815e+02
   1.4700000e+02   1.4800000e+02   2.1805089e+01   8.5283575e+00   1.2487246e+02
   1.4800000e+02   1.4900000e+02   1.5751160e+01   5.9624019e+00   1.1131600e+02
   1.4800000e+02   1.5000000e+02   1.0036025e+01   0.0000000e+00   0.0000000e+00
   1.4700000e+02   1.5100000e+02   2.4796294e+01   0.0000000e+00   0.0000000e+00
   1.5300000e+02   1.5400000e+02   2.2590467e+01   1.1514703e+01   1.0234079e+02
   1.5400000e+02   1.5500000e+02   2.0553772e+01   0.0000000e+00   0.0000000e+00
   1.5500000e+02   1.5600000e+02   9.8195133e+00   1.2113439e+01   1.1407542e+02
   1.5600000e+02   1.5700000e+02   1.8348212e+01   5.7138583e+00   1.8276111e+02
   1.5600000e+02   1.5800000e+02   1.3987887e+01   0.0000000e+00   0.0000000e+00
   1.5500000e+02   1.5900000e+02   1.3411619e+01   0.0000000e+00   0.0000000e+00
   1.5300000e+02   1.6000000e+02   1.0079237e+01   0.0000000e+00   0.0000000e+00
   1.6000000e+02   1.6100000e+02   2.0560710e+01   1.5636450e+01   1.1386773e+02
   1.6200000e+02   1.6300000e+02   1.1796206e+01   1.7056715e+01   1.3202324e+02
   1.6400000e+02   1.6500000e+02   1.4701669e+01   3.1004958e+00   1.6929110e+02
   1.6400000e+02   1.6600000e+02   1.0895323e+01   0.0000000e+00   0.0000000e+00
   1.6800000e+02   1.6900000e+02   5.9965971e+00   3.0248046e+01   1.1299187e+02
   1.7000000e+02   1.7100000e+02   1.9087580e+01   0.0000000e+00   0.0000000e+00
